0,0,0.0249603962779239,0,0,0,0,0,0.0255158594229577,0,0,0,0,0,0,0,4.07035943193827e-05,0,0.00180336130394493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02139739120942e-06,0,2.06446612052522e-05,0,0,0,0.000642178490420086,0,0,0,0,0.00108922650078915,0.0301270453799278,0,0,0,0,0,0.0130356776624629,0,0,0,0,0,0.00101332013531382,0,0,9.46936604711108e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79347333175972e-05,0,0,0.000111253670850371,0,0.0219272970760591,0,0.00038589478346585
0,0,0,0.0123024893400329,0,0,0,0,0,0.0313468569604278,0,0,0,0,0,0.00171567773449129,1.54971802026574e-05,0,0.00547362581760988,0,0,0,0,0.000270600099605182,0,0,0,0,0,0,0,0,0,0,0,4.23450784374502e-05,0,0.000162327304341422,0,0,0,0.0146468402522559,0,0,0,0.000101773149342348,0,1.66270083799143e-05,0,0.0187135477492156,0,0,0,0,0,0.029953946249301,0,0.000583520732938654,0,0,0,0.00700597399298896,0.000725399462856867,0,0,0,0.000876768781096582,0,0,0,0,0,0.00228587960575697,0,0,0,0,0,0.000103948550456477,0,6.29856455827116e-05,4.23208240401315e-06,0.000396424247112397,2.44339471892859e-06,0.0192969853012346,0.000106508730405453,0
0.0249603962779239,0,0,0,0.021921494260715,0,0,0,0.00786208032948196,0,0,0,0,0,0,0,0,0,0,0,5.79662894508231e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00276364689649e-05,0,0,0,0,0,0.00270096553247452,0,0,0,7.21724019201822e-05,0.000935779700668168,0.0147822870350603,2.37880246118207e-05,0.012982776806043,0,0,0,0.0715338020286675,0,0,0,0.00244836899232962,0,0.0237112929137814,0,0,1.70295195948608e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45239250417168e-06,0,0,0.000283842365651257,0,0.0127095112051997,0,0.00175530804352511
0,0.0123024893400329,0,0,0,0.0261343071512235,0,0,0,0.0515287174840087,0,0,0,0,0,0,0,2.59247916483836e-05,0.00073635583962573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47389489578784e-06,0,0.000871186754559871,0,0.00900138630592328,9.41581309133214e-05,0.00027004588955549,0,0.00063674206874894,0,0.00229264089408875,0.00019902665065125,0.0164628613018575,0,0.0415456728706585,0,0,0,0.0666261473863945,0,0.00346588842303447,0,0.000261503402444647,0,0.00350781088245357,0.000309090626903918,0,0,0,0,0,0,0,0,0,0.00365972520523115,0,0,0,0,0,0.000103842799688852,5.91616470920739e-06,0,0,0.00127706050193415,4.15719048438442e-05,0.0174537798085697,6.87100645694267e-05,0
0,0,0.021921494260715,0,0,0,0,0,0,0,0,0,0,0,0.00289893176387115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140294615994208,0,0,0,0,0,0,0,0,0,0.00802091952199155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017316731249015,0,7.82125847396484e-05,0,0
0,0,0,0.0261343071512235,0,0,0,0.0120175494540919,0,0.00177239275541116,0,0.000111611842586179,0,0,0,0,0,4.1945051397446e-06,6.27301073580694e-06,0.00190725799984344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14075067155746e-05,0,0,0,0,0,7.96799468890676e-05,0,0,0,0,0,0,0,0,0,0.0512319631022611,0,0,0,0,0,0.000320789268948573,0,0.000372677744307725,0,0.00108180490973619,0.000855628758116244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028833315139663,0.000196333542190475,0.00423612469114824,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000846471288241446,0,0,0,0.00300341659693972,0,8.18732587504201e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000291654606569578,0,0,0,0
0,0,0,0,0,0.0120175494540919,0,0,0,0,0,0.00150699280359381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00744801947192109,0,0.0566265158042323,0,0,0,0.0111613198274813,0,0.000616179535275541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034985567510124,0,0,0,0
0.0255158594229577,0,0.00786208032948196,0,0,0,0,0,0,0,0,0,0,0,0.0220809615554451,0,7.55629210564975e-05,0,0,0,0,0,0,0,0.0352705387952588,0,0.000438032352703725,0,0,0,0,0,0,0,0,0,0,0,0.00053758220709611,0,0,0,4.76389635331887e-05,0,0,0,0,3.05685946504416e-05,0.00079184989083618,0,0,0,0,0,0.0838844557390674,0,0,0,0,0,0.0131850803219468,0,0,0,0,0,0,0.0142668178191655,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09990082922185e-06,0.00163525946257782,0,0.00210941702066329,0,0
0,0.0313468569604278,0,0.0515287174840087,0,0.00177239275541116,0,0,0,0,0,0,0,0,0,0.0454744990112261,0,0.00103875936487881,0,0,0,0,0,0.00921396605180438,0,0.000929800109588541,0,0,0,0,0,0,0,0,0,0,0,0.000143707673819469,0,0,0,0.000803407811662438,0,0,0,0,0,0,0,0.0010135109612876,0,0,0,0,0,0.0506277187221346,0,0,0,0,0,0.0142011111441458,0,0,0,0,0.0168783269668621,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00476115372113e-05,0,0.00450236454820624,0.00285655555898728,0.00262239971478568,0,0
