0,7.3926e-06,0.0110341658,0.0003646354,5.7942e-06,0,0.0707656344,1.51848e-05,0.0001488511,0,0.0840615385,5.994e-06,0.0331330669,2.27772e-05,0.0002645355,3.996e-07,0.0213694306,1.7982e-06,0.0085002997,0.0005418581,0,0,0.0023280719,9.89011e-05,2.3976e-06,0,3.996e-07,0,0.0017564436,0,0.0005238761,8.15185e-05,0.0005044955,3.75624e-05,6.1938e-06,5.994e-07,1.53846e-05,0,2.81718e-05,0,1.998e-06,0,3.3966e-06,7.992e-07,9.1908e-06,3.996e-07,3.3966e-06,3.996e-07,7.87213e-05,3.996e-07,0.0002155844,1.998e-07,5.994e-07,1.998e-07,2.7972e-06,0,0.1481872128,3.996e-06,0.0012879121,6.7932e-06,0.0121724276,1.998e-07,0.0099464535,0,2.11788e-05,0,0.0007948052,5.994e-06,0.020014985,2.7972e-06,0.0108281718,2.75724e-05,0.0464041958,9.05095e-05,0.0157836164,8.55145e-05,0.0512021978,0.0001358641,1.21878e-05,0,0.0016949051,1.998e-07,1.998e-07,0,0.0160491508,3.996e-07,2.93706e-05,0,0.0044307692,5.994e-07
4.6041e-06,0,0.0001029466,0.029667035,0,7.366e-07,9.3923e-06,0.0747353591,0,1.12339e-05,2.2099e-06,0.0269441989,4.2357e-06,0.0043826888,0,6.66667e-05,0,0.008532965,0.0004427256,0.0123344383,1.842e-07,1.842e-07,3.53591e-05,0.0002138122,0,3.683e-07,0,0,1.842e-07,0.000606814,1.01289e-05,6.62983e-05,2.30203e-05,0.0001469613,6.0773e-06,3.79374e-05,1.842e-07,1.71271e-05,0,1.8416e-06,0,2.2099e-06,3.683e-07,8.19521e-05,0,8.36096e-05,0,0.0017644567,5.525e-07,0.0003696133,1.842e-07,0.0106062615,0,5.525e-07,0,1.80479e-05,3.3149e-06,0.1009977901,2.35727e-05,0.004693186,6.9982e-06,0.0054103131,0,0.0089163904,0,0.0052502762,3.77532e-05,0.0007775322,0.0001342541,0.0168966851,4.0516e-06,0.0129290976,8.4715e-06,0.0532364641,7.3665e-06,0.0197930018,1.51013e-05,0.0542333333,0,2.5783e-06,9.208e-07,5.81952e-05,0,9.208e-07,1.2891e-06,0.0057990792,0,4.7882e-06,0,0.0034338858
0.0097194292,1.88804e-05,0,0.0172087816,0.0075016465,1.7563e-06,0.3298353458,0.000957629,0.0435668496,5.68606e-05,0.0297993414,0.0002994512,0.0769268935,0.0007130626,0.0074566411,0.0004403952,0.0011923161,1.51482e-05,0.0589877058,0.012343798,4.3908e-06,1.0977e-06,0.2254083425,0.0025822173,0.0010493963,1.3172e-06,1.7124e-05,0,0.0002770582,3.0735e-06,0.0031051592,0.0042965971,0.0020384193,0.001701427,4.47859e-05,1.05379e-05,3.31504e-05,2.854e-06,3.5126e-06,4.391e-07,3.2931e-06,2.6345e-06,2.12953e-05,4.3908e-06,9.74753e-05,1.11965e-05,1.1416e-05,3.5126e-06,0.0002895719,1.33919e-05,0.000279034,3.7322e-06,7.0252e-06,4.391e-07,3.7322e-06,2.4149e-06,0.0003905598,1.09769e-05,0.000236663,6.1471e-06,0.0001176729,2.6345e-06,6.80571e-05,3.5126e-06,1.3172e-06,2.854e-06,0.0006834248,3.90779e-05,0.0007093304,6.1471e-06,0.0081299671,0.0003602634,0.0270054885,0.0005383095,0.0062535675,0.000250494,0.0182092206,0.0008739846,3.7322e-06,0,0.000292865,2.1954e-06,2.195e-07,0,0.0008854007,1.07574e-05,1.20746e-05,4.391e-07,0.000143798,2.854e-06
4.98428e-05,0.0139839623,0.0100216981,0,4.3239e-05,0.0148221698,0.0020122642,0.171281761,7.54717e-05,0.0288106918,0.0002996855,0.0158608491,0.0010544025,0.0529941824,0.0001632075,0.0169570755,5.6604e-06,0.007986478,0.0068882075,0.1063992138,2.2327e-05,0.0001795597,0.0080960692,0.2297382075,2.73585e-05,0.0082617925,6.289e-07,9.93711e-05,1.58805e-05,0.0013855346,0.0022309748,0.014716195,0.0031610063,0.0126929245,7.5472e-06,0.0003275157,1.2579e-06,2.98742e-05,0,3.9308e-06,3.145e-07,2.5e-05,2.5157e-06,9.88994e-05,6.1321e-06,0.0001325472,3.145e-07,0.0001918239,1.52516e-05,0.0001668239,1.44654e-05,0.0001242138,0,1.03774e-05,0,5.03145e-05,1.16352e-05,0.0005988994,1.91824e-05,0.0002243711,3.6164e-06,7.81447e-05,7.862e-07,0.0001966981,0,8.58491e-05,5.81761e-05,0.0005633648,0.0001174528,0.0003951258,0.0003220126,0.0079353774,0.0003836478,0.036558805,0.000118239,0.0134289308,0.0004051887,0.0339345912,1.572e-07,9.434e-07,1.68239e-05,3.53774e-05,0,1.8868e-06,4.43396e-05,0.0003652516,3.145e-07,5.6604e-06,3.6164e-06,0.0001194969
5.5046e-06,0,0.0230275229,3.21101e-05,0,1.00917e-05,0.0032009174,1.8349e-06,0.228533945,7.7982e-06,5.0459e-06,0,1.10092e-05,4.587e-07,0.2060573394,1.37615e-05,9.174e-07,0,9.174e-07,0,0.0179321101,2.2936e-06,0.0286889908,2.93578e-05,0.0940885321,1.14679e-05,0.1210807339,0,0.0139298165,1.8349e-06,0.0007747706,0.0001091743,1.8349e-06,0,6.42202e-05,1.92661e-05,0.0002752294,9.174e-07,0.0004417431,0,8.7156e-06,4.587e-07,0.0007954128,3.211e-06,0.0001334862,9.174e-07,0.0022642202,4.587e-07,0.0004146789,9.174e-07,0.0016582569,0,0.0006665138,0,0.0006458716,0,9.174e-07,4.587e-07,5.55046e-05,2.7523e-06,2.2936e-06,9.174e-07,2.2936e-06,0,4.587e-07,0,0.0001885321,7.7982e-06,4.587e-07,0,0.0100853211,3.211e-06,0.0414348624,7.3394e-06,0.0010944954,9.174e-07,0.0012155963,4.587e-07,4.22018e-05,0,0.0003137615,9.174e-07,0.0003307339,0,0.003437156,0,0.0014362385,0,0.0001848624,0
0,0,6.9565e-06,0.0906478261,5.2174e-06,0,2.6087e-06,0.005426087,2.6087e-06,0.1544634783,0,8.696e-07,2.6087e-06,2.17391e-05,1.7391e-06,0.111153913,0,0,0,0,6.9565e-06,0.0070573913,1.47826e-05,0.0137130435,3.4783e-06,0.139713913,8.696e-07,0.0641478261,0,0.0446313043,7.3913e-05,0.0006921739,8.696e-07,1.7391e-06,6.9565e-06,1.65217e-05,0,0.0050965217,0,0.0002965217,0,0.0001113043,0.0002121739,0.0004243478,8.696e-07,4.95652e-05,6.087e-06,0.0033295652,0,4.69565e-05,0,3.4783e-06,0,8.86957e-05,0,0.0036582609,0,0,0,0,0,0,0,0,0,0,1.7391e-06,3.91304e-05,0,0,2.6087e-06,0.0091652174,8.696e-07,0.0158417391,0,1.56522e-05,0,0.000553913,0,0,0,2.08696e-05,0,0.000653913,0,0.0015147826,0,0.001826087,0,7.21739e-05
0.0572444808,5.3966e-06,0.282159444,0.0014812756,0.0003237939,1.635e-07,0,0.0001815209,0.0242784955,8.6672e-06,0.0551041701,2.7964e-05,0.1638603434,0.0001604252,0.0027591169,2.14227e-05,0.001830417,1.7989e-06,0.0021991823,0.0006680294,2.453e-06,4.906e-07,0.077795094,0.0005448896,0.0001479967,1.635e-07,3.7612e-06,0,0.0001085854,3.271e-07,0.0036331971,0.0004526574,0.0005970564,0.0001208504,1.43908e-05,1.4718e-06,7.686e-06,4.906e-07,1.9624e-06,0,8.177e-07,8.177e-07,5.0695e-06,1.7989e-06,2.99264e-05,2.78e-06,2.1259e-06,3.271e-07,9.05969e-05,3.1071e-06,9.58299e-05,9.812e-07,2.6165e-06,0,1.3083e-06,1.635e-07,0.0013681112,3.2706e-06,0.0002850368,4.7424e-06,0.0006549469,4.906e-07,0.0003455437,4.906e-07,2.2895e-06,4.906e-07,0.0002789861,5.5601e-06,6.3287e-05,1.4718e-06,0.0034080131,0.0001236304,0.0107488144,0.0001782502,0.0023551922,0.0001123467,0.0070892886,0.0002631235,1.9624e-06,0,0.0008436631,1.635e-07,0,0,0.0030662306,2.1259e-06,1.42273e-05,3.271e-07,0.0006188062,1.635e-07
6.7944e-06,0.0581850174,0.0018296167,0.2086986063,3.484e-07,0.0010109756,0.0004216028,0,2.1777e-05,0.0487820557,5.45296e-05,0.0631824042,0.0002735192,0.1363419861,2.64808e-05,0.0121186411,1.742e-07,0.0008766551,0.0010059233,0.0058731707,1.0453e-06,3.1359e-06,0.0016008711,0.0278614983,3.484e-07,0.0001132404,0,1.5679e-06,5.5749e-06,9.42509e-05,0.000484669,0.0048006969,0.0005238676,0.002419338,6.7944e-06,0.0003351916,5.226e-07,3.15331e-05,0,3.4843e-06,0,3.7108e-05,6.969e-07,9.33798e-05,2.0906e-06,0.0001729965,1.742e-07,5.59233e-05,4.3554e-06,0.0002351916,4.007e-06,0.0012365854,1.742e-07,5.7491e-06,0,2.21254e-05,2.0906e-06,0.0022205575,9.9303e-06,0.0003712544,2.439e-06,0.0002848432,1.742e-07,0.0004634146,0,0.0007712544,1.81185e-05,0.0005250871,5.9233e-06,7.36934e-05,7.29965e-05,0.0070912892,7.12544e-05,0.0070674216,2.00348e-05,0.0017641115,8.03136e-05,0.0127120209,0,3.484e-07,2.6132e-06,3.29268e-05,0,1.3937e-06,6.9686e-06,0.0021768293,3.484e-07,5.9233e-06,1.0453e-06,0.0014297909
2.6087e-05,0,0.0747899666,0.0003632107,0.3727204013,1.53846e-05,0.075109699,0.0002394649,0,0.0001578595,3.61204e-05,0,0.0145438127,2.34114e-05,0.2297759197,0.0002929766,0,0,1.47157e-05,1.3378e-06,0.0003705686,6.689e-06,0.0976214047,0.0002615385,0.028793311,2.07358e-05,0.0217591973,6.689e-07,0.0005538462,1.3378e-06,0.0087304348,0.0003397993,8.0268e-06,6.689e-07,6.689e-06,1.3378e-06,2.20736e-05,0,1.60535e-05,0,2.0067e-06,0,0.0001056856,0,3.54515e-05,0,0.0001906355,0,0.000122408,0,0.0002327759,0,4.81605e-05,0,3.07692e-05,0,0,0,1.73913e-05,0,1.3378e-06,0,2.0067e-06,0,0,0,5.35117e-05,1.3378e-06,6.689e-07,0,0.0124849498,3.01003e-05,0.0223545151,7.02341e-05,0.0016147157,4.6823e-06,0.0015545151,1.07023e-05,1.07023e-05,0,4.68227e-05,0,1.33779e-05,0,0.0001632107,0,4.34783e-05,0,1.73913e-05,0
1.7937e-06,2.51121e-05,0.0001139013,0.1598538117,3.04933e-05,0.1943587444,6.36771e-05,0.1737964126,3.49776e-05,0,5.3812e-06,0.000193722,7.713e-05,0.0034475336,6.18834e-05,0.1680717489,0,8.969e-07,1.70404e-05,0.0002313901,3.76682e-05,0.0006511211,0.0003040359,0.0399327354,1.79372e-05,0.0226923767,0,0.0022744395,0,0.0185318386,0.0006026906,0.003303139,2.86996e-05,0.0001345291,2.6906e-06,5.29148e-05,0,0.0004852018,0,1.34529e-05,0,1.25561e-05,3.2287e-05,0.0001040359,0,2.86996e-05,0,0.0004932735,8.969e-07,2.86996e-05,0,2.6906e-06,0,1.79372e-05,0,0.0005130045,8.969e-07,3.5874e-06,0,1.7937e-06,0,0,0,8.969e-07,0,8.969e-07,8.969e-07,4.57399e-05,0,8.969e-07,1.52466e-05,0.0079058296,1.79372e-05,0.0172887892,0,5.65022e-05,1.07623e-05,0.0004457399,0,0,0,6.278e-06,0,1.34529e-05,8.969e-07,0.0001067265,0,6.99552e-05,0,6.278e-06
